E	'i
طاها	tAhA
طاهایی	tAhAyi
طاهر	tAher
طاهرزاده	tAherzAde
طاهره	tAhere
طاهرپور	tAherpur
طاهری	tAheri
طاهریان	tAheriyAn
طاوس	tAvus
طاوسک	tAvusak
طاوسی	tAvusi
طاووس	tAvus
طاووسک	tAvusak
طاووسی	tAvusi
طایر	tAyer
طایفه	tAyefe
طایفه‌ای	tAyefe'i
طب	tebb
طبابت	tebAbat
طباخ	tabbAx
طباطبائی	tabAtabA'i
طباطبایی	tabAtabAyi
طبال	tabbAl
طبایع	tabAye'
طبخ	tabx
طبرستان	tabarestAn
طبرسی	tabarsi
طبری	tabari
طبس	tabas
طبسی	tabasi
طبع	tab'
طبعی	taba'i
طبع‌‌آزمایی	tab'AzmAyi
طبق	tabaq
طبقات	tabaqAt
طبقاتی	tabaqAti
طبقات‌‌الصوفیه	tabaqAtossufiyye
طبقه	tabaqe
طبقه‌ای	tabaqe'i
طبقه‌بندی	tabaqebandi
طبقه‌‌بندی‌‌شده	tabaqebandiSode
طبقه‌‌سازی	tabaqesAzi
طبل	tabl
طبله	table
طبل‌‌نواز	tablnavAz
طبی	tebbi
طبیب	tabib
طبیبانه	tabibAne
طبیبی	tabibi
طبیب‌زاده	tabibzAde
طبیعت	tabi'at
طبیعت‌گرا	tabi'atgarA
طبیعت‌گردی	tabi'atgardi
طبیعت‌‌شناس	tabi'atSenAs
طبیعت‌‌شناسی	tabi'atSenAsi
طبیعت‌‌گرایی	tabi'atgerAyi
طبیعی	tabi'i
طبیعیات	tabi'iyyAt
طبیعی‌‌دان	tabi'idAn
طحال	tahAl
طخارستان	toxArestAn
طرابلس	terAblos
طراح	tarrAh
طراحی	tarrAhi
طراحی‌‌شده	tarrAhiSode
طراده	tarrAde
طرار	tarrAr
طراز	tarAz
طرازی	tarAzi
طراز‌‌اول	tarAzavval
طراوت	tarAvat
طرایف	tarAyef
طرایق	tarAyeq
طرب	tarab
طربناک	tarabnAk
طربناکی	tarabnAki
طرب‌‌انگیز	tarabangiz
طرب‌‌خانه	tarabxAne
طرح	tarh
طرح‌ریزی	tarhrizi
طرح‌‌ریزی‌‌شده	tarhriziSode
طرح‌‌شده	tarhSode
طرح‌‌کننده	tarhkonande
طرخان	tarxAn
طرد	tard
طرز	tarz
طرسوسی	tarsusi
طرشت	taraSt
طرف	taraf
طرفدار	tarafdAr
طرفداری	tarafdAri
طرفه	torfe
طرفیت	tarafiyyat
طرفین	tarafeyn
طرق	toroq
طرقبه	torqabe
طرلان	tarlAn
طره	torre
طریق	tariq
طریقت	tariqat
طریقه	tariqe
طریق‌‌التحقیق	tariqatottahqiq
طریق‌‌القدس	tariqolqods
طسوج	tasuj
طسوجی	tasuji
طشت	taSt
طشتک	taStak
طعام	ta'Am
طعم	ta'm
طعمه	to'me
طعم‌‌دهنده	ta'mdahande
طعن	ta'n
طعنه	ta'ne
طعنه‌‌آمیز	ta'ne'Amiz
طعنه‌‌زنی	ta'nezani
طعن‌آلود	ta'nAlud
طغرا	toqrA
طغرایی	toqrAyi
طغرل	toqrol
طغرل‌‌بیک	toqrolbeyk
طغیان	toqyAn
طغیانگر	toqyAngar
طغیانگری	toqyAngari
طغیانی	toqyAni
طف	taff
طفره	tafre
طفل	tefl
طفلک	teflak
طفلی	tefli
طفولیت	tofuliyyat
طفیلی	tofeyli
طقطقی	taqtaqi
طلا	talA
طلائی	talA'i
طلاب	tollAb
طلاتپه	talAtappe
طلاجات	talAjAt
طلاساز	talAsAz
طلاسازی	talAsAzi
طلافروشی	talAforuSi
طلاق	talAq
طلاقی	talAqi
طلاق‌نامه	talAqnAme
طلاق‌گرفته	talAqgerefte
طلال	telAl
طلاکار	talAkAr
طلاکاری	talAkAri
طلاکوب	talAkub
طلاکوبی	talAkubi
طلایه	talAye
طلایه‌دار	talAyedAr
طلایی	talAyi
طلایی‌‌رنگ	talAyirang
طلب	talab
طلبه	talabe
طلبکار	talabkAr
طلبکارانه	talabkArAne
طلبکاری	talabkAri
طلبگی	talabegi
طلبید	talabid
طلبیده	talabide
طلحه	talhe
طلسم	telesm
طلسم‌‌شکنی	telesmSekani
طلعت	tal'at
طلق	talq
طلقی	talqi
طلوع	tolu'
طلوعی	tolu'i
طلیعه	tali'e
طماع	tammA'
طمث	tams
طمطراق	tamtarAq
طمع	tama'
طمع‌‌ورزی	tama'varzi
طمع‌‌کار	tama'kAr
طمع‌‌کاری	tama'kAri
طناب	tanAb
طناب‌‌بازی	tanAbbAzi
طناب‌‌کشی	tanAbkeSi
طناز	tannAz
طنازی	tannAzi
طنبور	tanbur
طنبی	tanbi
طنز	tanz
طنزآلود	tanzAlud
طنزآمیز	tanzAmiz
طنزنویسی	tanznevisi
طنزپرداز	tanzpardAz
طنزگونه	tanzgune
طنز‌‌نویس	tanznevis
طنطنه	tantane
طنین	tanin
طنیندار	tanindAr
طنین‌افکن	taninafkan
طنین‌انداز	taninandAz
طه	tAhA
طهارت	tahArat
طهران	tehrAn
طهرانی	tehrAni
طهماسب	tahmAsb
طهماسبی	tahmAsbi
طهمورث	tahmures
طهمورثی	tahmuresi
طهوری	tahuri
طوائف	tavA'ef
طوارق	tavAreq
طواف	tavAf
طواف‌‌گاه	tavAfgAh
طوایف	tavAyef
طوبا	tubA
طوبی	tubA
طور	towr
طوران	turAn
طوس	tus
طوسی	tusi
طوطی	tuti
طوطیا	tutiyA
طوطیان	tutiyAn
طوطی‌‌نامه	tutinAme
طوطی‌‌وار	tutivAr
طوع	tow'
طوفان	tufAn
طوفانی	tufAni
طوفانیان	tufAniyAn
طوفان‌‌زا	tufAnzA
طوفان‌‌زده	tufAnzade
طوق	towq
طوقه	towqe
طوقی	towqi
طوق‌‌کش	towqkeS
طول	tul
طولانی	tulAni
طولانی‌مدت	tulAnimoddat
طولی	tuli
طول‌‌موج	tulemowj
طومار	tumAr
طوماری	tumAri
طویل	tavil
طویله	tavile
طپانچه	tapAnCe
طپش	tapeS
طی	teyy
طیار	tayyAr
طیارات	tayyArAt
طیاره	tayyAre
طیب	tayyeb
طیبات	tayyebAt
طیبه	tayyebe
طیبی	tayyebi
طیره	tayra
طیف	teyf
طیفی	teyfi
طیف‌بینی	teyfbini
طیف‌سنجی	teyfsanji
طیف‌نما	teyfnemA
طیف‌نگار	teyfnegAr
طیف‌‌سنج	teyfsanj
طیف‌‌نگاری	teyfnegAri
طیلسان	teylasAn
طین	teyn
طینت	tinat
طیور	toyur
طی‌‌شده	teySode
ظ	zA
ظا	zA
ظالم	zAlem
ظالمانه	zAlemAne
ظاهر	zAher
ظاهربین	zAherbin
ظاهرساز	zAhersAz
ظاهرسازی	zAhersAzi
ظاهرشاه	zAherSAh
ظاهرشده	zAherSode
ظاهرپرست	zAherparast
ظاهرپسند	zAherpasand
ظاهرگرایی	zAhergerAyi
ظاهری	zAheri
ظرائف	zarA'ef
ظرافت	zerAfat
ظرایف	zarAyef
ظرف	zarf
ظرفیت	zarfiyyat
ظرفیتی	zarfiyyati
ظرفیت‌‌سازی	zarfiyyatsAzi
ظرف‌‌شوئی	zarfSu'i
ظرف‌‌شویی	zarfSuyi
ظروف	zoruf
ظروفچی	zorufCi
ظریف	zarif
ظریفه	zarife
ظریفی	zarifi
ظریفیان	zarifiyAn
ظریف‌‌کاری	zarifkAri
ظفر	zafar
ظفرمند	zafarmand
ظفری	zafari
ظفر‌‌نامه	zafarnAme
ظل	zell
ظلم	zolm
ظلمات	zolamAt
ظلمانی	zolmAni
ظلمت	zolmat
ظلمه	zalame
ظلم‌‌ستیز	zolmsetiz
ظلی	zelli
ظل‌‌السلطان	zellolsoltAn
ظن	zann
ظنی	zanni
ظنین	zanin
ظهر	zahr
ظهرنویسی	zahrnevisi
ظهور	zohur
ظهوری	zohuri
ظهوریان	zohuriyAn
ظهیر	zahir
ظهیرالاسلام	zahirol'eslAm
ظهیرالدوله	zahiroddowle
ظهیرالدین	zahireddin
ظهیرالملک	zahirolmolk
ظهیرنژاد	zahirneZAd
ظهیری	zahiri
ظواهر	zavAher
ظواهری	zavAheri
ع	'e
عائد	'A'ed
عائله	'A'ele
عائله‌‌مند	'A'elemand
عابد	'Abed
عابدزاده	'AbedzAde
عابده	'Abede
عابدی	'Abedi
عابدینی	'Abedini
عابدینی‌‌پور	'Abedinipur
عابدین‌‌زاده	'AbedinzAde
عابر	'Aber
عابربانک	'AberbAnk
عاج	'Aj
عاجز	'Ajez
عاجزانه	'AjezAne
عاجل	'Ajel
عاج‌‌دار	'AjdAr
عاد	'Ad
عادات	'AdAt
عادت	'Adat
عادل	'Adel
عادلانه	'AdelAne
عادله	'Adele
عادلی	'Adeli
عادل‌‌آباد	'AdelAbAd
عادی	'Addi
عار	'Ar
عارض	'Arez
عارضه	'Areze
عارضی	'Arezi
عارف	'Aref
عارفانه	'ArefAne
عارفی	'Arefi
عارف‌‌مسلک	'Arefmaslak
عاری	'Ari
عاریت	'Ariyat
عاریتی	'Ariyati
عاریه	'Ariye
عاریه‌ای	'Ariye'i
عازم	'Azem
عاشق	'ASeq
عاشقانه	'ASeqAne
عاشقی	'ASeqi
عاشق‌‌پیشه	'ASeqpiSe
عاشق‌‌کش	'ASeqkoS
عاشق‌‌کشی	'ASeqkoSi
عاشورا	'ASurA
عاشورایی	'ASurAyi
عاشوری	'ASuri
عاص	'As
عاصمه	'Aseme
عاصمی	'Asemi
عاصی	'Asi
عاطف	'Atef
عاطفه	'Atefe
عاطفی	'Atefi
عاطل	'Atel
عافیت	'Afiyat
عافیت‌‌جو	'Afiyatju
عافیت‌‌سوز	'Afiyatsuz
عافیت‌‌طلب	'Afiyattalab
عافیت‌‌طلبی	'Afiyattalabi
عاق	'Aqq
عاقبت	'Aqebat
عاقبت‌اندیش	'AqebatandiS
عاقبت‌بخیر	'Aqebatbexeyr
عاقبت‌‌اندیشی	'AqebatandiSi
عاقد	'Aqed
عاقل	'Aqel
عاقلانه	'AqelAne
عاقله	'Aqele
عاقلی	'Aqeli
عالم	'Alam
عالمانه	'AlemAne
عالمسوز	'Alamsuz
عالمی	'Alemi
عالمیان	'AlamiyAn
عالم‌افروز	'Alamafruz
عالم‌تاب	'AlamtAb
عالم‌‌زاده	'AlemzAde
عالم‌‌گیر	'Alamgir
عالی	'Ali
عالیه	'Aliye
عالیپور	'Alipur
عالی‌جناب	'AlijenAb
عالی‌رتبه	'Alirotbe
عالی‌قاپو	'AliqApu
عالی‌قدر	'Aliqadr
عالی‌مقام	'AlimaqAm
عالی‌‌جاه	'AlijAh
عالی‌‌نسب	'Alinasab
عالی‌‌نژاد	'AlineZAd
عام	'Amm
عامدانه	'AmedAne
عامر	'Amer
عامری	'Ameri
عامل	'Amel
عاملی	'Ameli
عامه	'Amme
عامه‌‌فهم	'Ammefahm
عامه‌‌پسند	'Ammepasand
عامی	'Ammi
عامیانه	'AmiyAne
عام‌‌المنفعه	'Ammolmanfa'e
عانه	'Ane
عاکف	'Akef
عاید	'Ayed
عایدات	'AyedAt
عایدی	'Ayedi
عایشه	'AyeSe
عایقی	'Ayeqi
عایق‌	'Ayeq
عایق‌بندی	'Ayeqbandi
عایق‌‌کاری	'AyeqkAri
عایله	'Ayele
عایله‌مند	'Ayelemand
عبا	'abA
عبابافی	'abAbAfi
عباد	'ebAd
عبادات	'ebAdAt
عبادالله	'ebAdollAh
عبادت	'ebAdat
عبادتگاه	'ebAdatgAh
عبادتگر	'ebAdatgar
عبادت‌کننده	'ebAdatkonande
عبادت‌‌پیشه	'ebAdatpiSe
عبادی	'ebAdi
عبادیان	'ebAdiyAn
عبارات	'ebArAt
عبارت	'ebArat
عبارتی	'ebArati
عبارت‌پردازی	'ebAratpardAzi
عباس	'abbAs
عباسعلی	'abbAs'ali
عباسی	'abbAsi
عباسیان	'abbAsiyAn
عباسی‌‌فرد	tabbAsifard
عباس‌آباد	'abbAsAbAd
عباس‌زاده	'abbAszAde
عباس‌قلی	'abbAsqoli
عباس‌پور	'abbAspur
عباس‌‌خان	'abbAsxAn
عباس‌‌میرزا	'abbAsmirzA
عبایی	'abAyi
عبث	'abas
عبد	'abd
عبدالاحد	'abdol'ahad
عبدالباسط	'abdolbAset
عبدالباقی	'abdolbAqi
عبدالبشیر	'abdolbaSir
عبدالجبار	'abdoljabbAr
عبدالجلیل	'abdoljalil
عبدالجواد	'abdoljavAd
عبدالحسن	'abdolhasan
عبدالحسین	'abdolhoseyn
عبدالحسینی	'abdolhoseyni
عبدالحلیم	'abdolhalim
عبدالحمید	'abdolhamid
عبدالحکیم	'abdolhakim
عبدالخالق	'abdolxAleq
عبدالرئوف	'abdolra'uf
عبدالرحمان	'abdolrrahmAn
عبدالرحمن	'abdorrahmAn
عبدالرحیم	'abdorrahim
عبدالرحیمی	'abdorrahimi
عبدالرزاق	'abdorrazzAq
عبدالرسول	'abdorrasul
عبدالرشید	'abdorraSid
عبدالرضا	'abdorrezA
عبدالسلام	'adbossalAm
عبدالصمد	'abdossamad
عبدالظاهر	'abdozzAher
عبدالعزیز	'adbol'aziz
عبدالعظیم	'abdol'azim
عبدالعلی	'abdol'ali
عبدالعلی‌زاده	'abdol'alizAde
عبدالغفار	'abdolqaffAr
عبدالغفور	'abdolqafur
عبدالغنی	'abdolqani
عبدالفتاح	'abdolfattAh
عبدالقادر	'abdolqAder
عبدالقاسم	'abdolqAsem
عبدالقدیر	'abdolqadir
عبداللطیف	'adbollatif
عبدالله	'abdollAh
عبداللهی	'abdollAhi
عبداللهیان	'abdollAhiyAn
عبدالله‌زاده	'abdollAhzAde
عبدالله‌‌خان	'abdollAhxAn
عبدالمالک	'abdolmAlek
عبدالمجید	'abdolmajid
عبدالمحسن	'abdolmohsen
عبدالمحمد	'abdolmohammad
عبدالمحمدی	'abdolmohammadi
عبدالمطلب	'abdolmotalleb
عبدالملک	'abdolmalek
عبدالملکی	'abdolmaleki
عبدالملکیان	'abdolmalekiyAn
عبدالناصر	'abdonnAser
عبدالنبی	'abdonnabi
عبدالنقی	'abdonnaqi
عبدالهادی	'abdolhAdi
عبدالواحد	'abdolvAhed
عبدالوهاب	'abdolvahhAb
عبدالکبیر	'abdolkabir
عبدالکریم	'abdolkarim
عبدل	'abdol
عبدلی	'abdoli
عبدل‌‌آباد	'abdolAbAd
عبدمناف	'abdemanAf
عبده	'abdoh
عبدو	'abdo
عبدود	'abdovad
عبدی	'abdi
عبدی‌‌پور	'abdipur
عبرانی	'ebrAni
عبرت	'ebrat
عبرت‌‌آموز	'ebratAmuz
عبرت‌‌آموزی	'ebratAmuzi
عبرت‌‌آمیز	'ebratAmiz
عبرت‌‌انگیز	'ebratangiz
عبرت‌‌بین	'ebratbin
عبری	'ebri
عبودیت	'obudiyyat
عبور	'obur
عبورومرور	'oburomorur
عبوری	'oburi
عبوس	'abus
عبید	'abid
عبیدالله	'obeydollAh
عبیده	'obeyde
عبیر	'abir
عبیرآمیز	'abirAmiz
عتاب	'etAb
عتاب‌‌آلود	'etAbAlud
عتاب‌‌آمیز	'etAbAmiz
عتبات	'atabAt
عتبه	'atabe
عترت	'etrat
عتیق	'atiq
عتیقه	'atiqe
عتیقه‌‌جات	'atiqejAt
عتیقه‌‌فروش	'atiqefuruS
عتیقه‌‌فروشی	'atiqefuruSi
عتیقه‌‌چی	'atiqeCi
عثمان	'osmAn
عثمانی	'osmAni
عجائب	'ajA'eb
عجایب	'ajAyeb
عجایب‌‌المخلوقات	'ajAyebolmaxluqAt
عجب	'ajab
عجبا	'ajabA
عجز	'ajz
عجله	'ajale
عجم	'ajam
عجوز	'ajuz
عجوزه	'ajuze
عجول	'ajul
عجولانه	'ajulAne
عجیب	'ajib
عجیبی	'ajibi
عجیب‌‌غریب	'ajibqarib
عجین	'ajin
عداد	'edAd
عدالت	'edAlat
عدالتخانه	'edAlatxAne
عدالتی	'edAlati
عدالت‌طلبی	'edAlattalabi
عدالت‌‌جویی	'edAlatjuyi
عدالت‌‌خواه	'edAlatxAh
عدالت‌‌خواهانه	'edAlatxAhAne
عدالت‌‌خواهی	'edAlatxAhi
عدالت‌‌طلبانه	'edAlattalabAne
عدالت‌‌پروری	'edAlatparvari
عدالت‌‌گستر	'edAlatgostar
عداوت	'edAvat
عدد	'adad
عددنویسی	'adadnevisi
عددی	'adadi
عدس	'adas
عدسک	'adasak
عدسی	'adasi
عدس‌پلو	'adaspolow
عدل	'adl
عدلی	'adli
عدلیه	'adliyye
عدلیه‌ای	'adliyye'i
عدل‌بندی	'adlbandi
عدل‌‌پرور	'adlparvar
عدل‌‌گستر	'adlgostar
عدم	'adam
عدمی	'adami
عدن	'adan
عدنان	'adnAn
عدنانی	'adnAni
عده	'edde
عده‌ای	'edde'i
عدو	'adu
عدوان	'odvAn
عدوانی	'odvAni
عدول	'odul
عدی	'oday
عدیده	'adide
عدیل	'adil
عذاب	'azAb
عذاب‌‌آور	'azAbAvar
عذاب‌‌دهنده	'azAbdahande
عذار	'ezAr
عذب	'azb
عذر	'ozr
عذرا	'ozrA
عذرتراشی	'ozrtarASi
عذرخواهی	'ozrxAhi
عر	'ar
عرابه	'arrAbe
عراده	'arrAde
عراق	'arAq
عراقچی	'arAqCi
عراقی	'arAqi
عرایض	'arAyez
عرب	'arab
عربانه	'arabAne
عربده	'arbade
عربده‌جو	'arbadeju
عربده‌‌کشی	'arbadekeSi
عربستان	'arabestAn
عربستانی	'arabestAni
عربشاه	'arabSAh
عربشاهی	'arabSAhi
عربعلی	'arab'ali
عربلو	'arablu
عربی	'arabi
عربی‌‌زبان	'arabizabAn
عربی‌‌نویس	'arabinevis
عرب‌زبان	'arabzabAn
عرب‌نژاد	'arabneZAd
عرب‌‌تبار	'arabtabAr
عرب‌‌زاده	'arabzAde
عرب‌‌سرخی	'arabsorxi
عرب‌‌نشین	'arabneSin
عرب‌‌نیا	'arabniyA
عرش	'arS
عرشه	'arSe
عرشی	'arSi
عرصات	'arasAt
عرصه	'arse
عرض	'araz
عرضه	'arze
عرضه‌‌شده	'arzeSode
عرضه‌‌کننده	'arzekonande
عرضی	'arazi
عرض‌‌اندام	'arzandAm
عرعر	'ar'ar
عرف	'orf
عرفا	'orafA
عرفات	'arafAt
عرفان	'erfAn
عرفانی	'erfAni
عرفانیان	'erfAniyAn
عرفه	'arafe
عرفی	'orfi
عرق	'araq
عرقخور	'araqxor
عرقخوری	'araqxori
عرقه	'arqe
عرقچین	'araqCin
عرقگیری	'araqgiri
عرقی	'araqi
عرقیات	'araqiyyAt
عروج	'oruj
عروجی	'uruji
عروس	'arus
عروسک	'arusak
عروسکی	'arusaki
عروسک‌سازی	'arusaksAzi
عروسک‌‌گردان	'arusakgardAn
عروسک‌‌گردانی	'arusakgardAni
عروسی	'arusi
عروض	'aruz
عروضی	'aruzi
عروق	'oruq
عروقی	'oruqi
عروه	'orve
عریان	'oryAn
عریانی	'oryAni
عریض	'ariz
عریضه	'arize
عریضه‌‌نویس	'arizenevis
عز	'ezz
عزا	'azA
عزاخانه	'azAxAne
عزادار	'azAdAr
عزاداری	'azAdAri
عزالدین	'ezeddin
عزب	'azab
عزبخانه	'azabxAne
عزبی	'azabi
عزب‌‌دفتری	'azabdaftari
عزت	'ezzat
عزتی	'ezzati
عزت‌الله	'ezzatollAh
عزت‌‌بخش	'ezzatbaxS
عزت‌‌مند	'ezzatmand
عزت‌‌نفس	'ezzatenafs
عزرائیل	'ezrA'il
عزراییل	'ezrAyil
عزل	'azl
عزلت	'ozlat
عزلت‌‌نشین	'ozlatneSin
عزلت‌‌گزینی	'ozlatgozini
عزم	'azm
عزمی	'azmi
عزوبت	'uzubat
عزوجل	'azzovajall
عزیز	'aziz
عزیزالله	'azizollAh
عزیزاللهی	'azizollAhi
عزیزخان	'azizxAn
عزیزدردانه	'azizdordAne
عزیززاده	'azizzAde
عزیزپور	'azizpur
عزیزکرده	'azizkarde
عزیزی	'azizi
عزیزیان	'aziziyAn
عزیمت	'azimat
عساکر	'asAker
عسر	'osr
عسرت	'osrat
عسس	'asas
عسل	'asal
عسلی	'asali
عسکر	'askar
عسکرپور	'askarpur
عسکری	'askari
عسکریان	'askariyAn
عسگر	'asgar
عسگراولادی	'asgar'owlAdi
عسگرخانی	'asgarxAni
عسگرپور	'asgarpur
عسگری	'asgari
عسگریان	'asgariyAn
عسگری‌‌نسب	'asgarinasab
عشا	'eSA
عشاء	'eSA
عشاق	'oSSAq
عشایر	'aSAyer
عشایرنشین	'aSAyerneSin
عشایری	'aSAyeri
عشر	'oSr
عشرات	'aSarAt
عشرت	'eSrat
عشرتکده	'eSratkade
عشرت‌آباد	'eSratAbAd
عشرت‌‌طلب	'eSrattalab
عشرت‌‌طلبی	'eSrattalabi
عشریه	'oSriyye
عشق	'eSq
عشقبازی	'eSqbAzi
عشقه	'aSaqqe
عشقی	'eSqi
عشق‌آباد	'eSqAbAd
عشق‌‌انگیز	'eSqangiz
عشق‌‌باز	'eSqbAz
عشوه	'eSve
عشوه‌‌گر	'eSvegar
عشیره	'aSire
عشیره‌ای	'aSire'i
عصا	'asA
عصار	'assAr
عصاره	'osAre
عصاری	'assAri
عصازنان	'asAzanAn
عصاکش	'aAkeS
عصب	'asab
عصبانی	'asabAni
عصبانیت	'asabAniyyat
عصبی	'asabi
عصبیت	'asabiyyat
عصبی‌‌مزاج	'asabimezAj
عصب‌‌شناختی	'asabSenAxti
عصب‌‌شناس	'asabSenAs
عصب‌‌شناسی	'asabSenAsi
عصب‌‌کشی	'asabkoSi
عصر	'asr
عصرانه	'asrAne
عصرگاهی	'asrgAhi
عصری	'asri
عصمت	'esmat
عصمتی	'esmati
عصیان	'osyAn
عصیانگر	'osyAngar
عصیانگری	'osyAngari
عصیانی	'osyAni
عصیان‌‌زده	'osyAnzade
عضاده	'ezAde
عضدالدوله	'azadoddowle
عضدالدین	'azadoddin
عضدالملک	'azadolmolk
عضدی	'azadi
عضلات	'azolAt
عضلانی	'azolAni
عضله	'azole
عضو	'ozv
عضوپذیری	'ozvpaziri
عضوی	'ozvi
عضویت	'ozviyyat
عضو‌‌گیری	'ozvgiri
عطا	'atA
عطاء	'atA
عطائی	'atA'i
عطاالله	'atA'ollAh
عطابخش	'atAbaxS
عطار	'attAr
عطارد	'atArod
عطاردی	'atArodi
عطاری	'attAri
عطاملک	'atAmalek
عطاپور	'atApur
عطایا	'atAyA
عطایی	'atAyi
عطا‌ءالله	'atA'ollAh
عطر	'atr
عطرآگین	'atrAgin
عطرانگیز	'atrangiz
عطردان	'atrdAn
عطرسازی	'atrsAzi
عطرگردان	'atrgardAn
عطری	'atri
عطریات	'atriyyAt
عطریانفر	'atriyAnfar
عطسه	'atse
عطش	'ataS
عطشان	'atSAn
عطشناک	'ataSnAk
عطف	'atf
عطفی	'atfi
عطوفت	'otufat
عطیه	'atiyye
